train_number,train_name,from_station,to_station,current_delay,delay_trend,accumulated_delay,segment_distance_km,current_speed_kmh,hist_avg_travel_time_min,hist_median_travel_time_min,scheduled_dwell_min,num_intermediate_stations,track_congestion_index,weather_impact_factor,hour_of_day,day_of_week,is_weekend,is_peak_hour,scheduled_segment_time_min,actual_dwell_min,actual_segment_travel_time_min,delay_increment_min
12759,Charminar Express,BZA,OGL,0,0.0,2,140,110.0,85,88,8,3,0.25,0.61,6,4,0,0,83,8.0,91.9,8.9
12951,Mumbai Rajdhani,AGC,NDLS,0,5.0,12,195,71.5,150,149,5,6,0.64,0.19,13,5,1,0,138,6.3,170.7,34.0
12951,Mumbai Rajdhani,RTM,KTA,0,1.0,5,266,80.2,194,197,10,7,0.56,0.63,16,6,1,0,187,11.0,211.0,25.0
12626,Kerala Express,AGC,VGLJ,0,-0.5,0,215,99.9,138,136,5,6,0.44,0.6,18,5,1,1,130,5.4,143.3,13.7
12701,Rajdhani Express,AGC,VGLJ,11,-1.5,17,215,77.2,182,181,10,7,0.49,0.54,7,3,0,1,172,13.5,191.7,23.2
12759,Charminar Express,HYB,SC,9,0.0,22,10,56.9,19,20,8,1,0.39,0.63,23,1,0,0,9,8.0,28.9,19.9
12759,Charminar Express,BZA,OGL,0,-0.5,1,140,77.2,103,106,8,6,0.39,0.09,22,0,0,0,99,8.0,104.7,5.7
12702,Telangana Express,KZJ,BPQ,15,0.0,19,235,68.8,197,200,10,8,0.64,0.35,12,5,1,0,195,13.1,225.0,33.1
12626,Kerala Express,BPL,NGP,0,-0.5,0,390,82.0,265,264,8,10,0.78,0.46,8,6,1,1,255,10.4,282.9,30.3
12702,Telangana Express,AGC,NDLS,0,-0.5,6,195,77.8,161,163,8,5,0.6,0.28,19,3,0,1,152,9.9,167.7,17.6
12702,Telangana Express,NGP,BPL,15,-0.5,16,390,82.5,267,266,3,12,0.22,0.31,3,1,0,0,256,3.6,272.3,16.9
12626,Kerala Express,MAS,SBC,19,2.5,28,360,74.5,303,305,10,13,0.35,0.15,5,4,0,0,294,12.9,317.0,25.9
12701,Rajdhani Express,BPQ,KZJ,16,-0.5,27,235,95.9,171,172,3,7,0.68,0.33,16,5,1,0,162,3.7,181.2,19.9
12702,Telangana Express,SC,KZJ,0,-1.5,1,130,58.3,126,128,3,5,0.49,0.59,17,2,0,1,117,3.0,140.7,23.7
12626,Kerala Express,AGC,VGLJ,6,2.5,17,215,64.3,187,190,10,5,0.56,0.79,1,6,1,0,184,12.8,214.9,33.7
12702,Telangana Express,NGP,BPL,1,0.0,13,390,72.4,282,285,5,9,0.28,0.59,3,6,1,0,275,7.1,295.8,22.9
12626,Kerala Express,MAS,SBC,14,0.0,25,360,97.9,239,239,3,10,0.61,0.13,18,2,0,1,233,6.7,239.3,10.0
12626,Kerala Express,NGP,BZA,2,2.5,0,231,113.1,131,130,2,5,0.84,0.1,13,0,0,0,127,5.7,138.5,15.2
12759,Charminar Express,SC,KZJ,33,0.0,38,130,102.4,79,80,8,4,0.48,0.51,8,5,1,1,76,9.4,94.4,19.8
12626,Kerala Express,NGP,BZA,6,-1.5,10,277,104.3,164,167,5,7,0.82,0.07,18,0,0,1,155,8.2,167.8,16.0
12759,Charminar Express,HYB,SC,14,-0.5,25,10,80.3,16,16,8,1,0.57,0.1,10,6,1,0,7,8.9,19.3,13.2
12701,Rajdhani Express,NDLS,AGC,71,0.0,66,195,101.4,130,133,8,6,0.94,0.34,5,3,0,0,126,10.3,152.7,29.0
12759,Charminar Express,HYB,SC,0,2.5,2,10,88.8,12,13,2,1,0.36,0.56,5,0,0,0,7,2.0,21.9,14.9
12701,Rajdhani Express,AGC,VGLJ,2,0.0,0,215,65.3,181,184,2,9,0.69,0.65,21,3,0,0,173,3.9,206.5,35.4
12702,Telangana Express,AGC,NDLS,0,-1.5,10,195,62.9,159,162,2,5,0.22,0.62,10,2,0,0,155,4.7,177.0,24.7
12702,Telangana Express,SC,KZJ,13,0.0,21,130,86.4,98,99,10,3,0.23,0.33,23,1,0,0,86,10.0,91.0,5.0
12702,Telangana Express,SC,KZJ,9,-1.5,16,130,65.9,114,116,2,3,0.31,0.52,13,2,0,0,109,2.1,128.6,19.7
12626,Kerala Express,NGP,BZA,0,0.0,12,299,108.8,173,176,2,8,0.53,0.6,9,1,0,1,167,2.0,177.6,10.6
12701,Rajdhani Express,BPL,NGP,2,0.0,7,390,82.2,295,296,3,9,0.89,0.11,16,0,0,0,284,8.2,304.0,25.2
12702,Telangana Express,AGC,NDLS,11,0.0,7,195,59.8,181,182,10,4,0.44,0.23,1,0,0,0,171,11.5,196.8,27.3
12951,Mumbai Rajdhani,AGC,NDLS,20,-0.5,26,195,57.5,174,176,10,7,0.88,0.78,2,2,0,0,170,13.7,207.5,41.2
12626,Kerala Express,AGC,VGLJ,8,0.0,4,215,83.6,146,149,3,6,0.62,0.25,13,0,0,0,134,3.1,155.7,21.8
12702,Telangana Express,SC,KZJ,0,-1.5,0,130,105.7,85,88,2,3,0.71,0.13,16,4,0,0,81,9.4,91.2,17.6
12759,Charminar Express,NLR,MAS,17,0.0,19,175,95.4,114,115,2,6,0.93,0.5,16,0,0,0,105,5.2,130.8,29.0
12701,Rajdhani Express,SC,HYB,25,0.0,25,10,60.1,10,8,3,1,0.29,0.41,18,5,1,1,8,3.0,23.9,15.9
12702,Telangana Express,HYB,SC,4,-1.5,3,10,90.4,12,12,3,1,0.71,0.52,1,4,0,0,7,7.2,23.1,20.3
12759,Charminar Express,KZJ,BZA,0,0.0,5,210,98.3,142,143,2,5,0.93,0.76,5,1,0,0,139,7.8,163.8,30.6
12759,Charminar Express,KZJ,BZA,26,0.0,28,210,82.2,149,148,2,6,0.49,0.47,9,5,1,1,140,3.9,164.4,26.3
12626,Kerala Express,BPL,NGP,1,0.0,0,390,63.8,370,371,8,10,0.11,0.27,20,6,1,1,358,9.5,386.6,30.1
12759,Charminar Express,HYB,SC,0,0.0,3,10,97.9,17,18,3,1,0.14,0.19,4,5,1,0,7,5.8,7.6,3.4
12759,Charminar Express,BZA,OGL,42,5.0,47,140,69.8,126,125,2,4,0.15,0.53,12,0,0,0,122,4.2,146.8,27.0
12759,Charminar Express,KZJ,BZA,32,1.0,41,210,110.1,129,127,8,7,0.16,0.16,10,3,0,0,118,8.4,129.3,11.7
12702,Telangana Express,SC,KZJ,0,0.0,3,130,83.6,96,99,5,4,0.33,0.1,6,3,0,0,92,5.7,99.2,7.9
12759,Charminar Express,NLR,MAS,0,0.0,12,175,85.3,126,126,3,6,0.4,0.41,2,5,1,0,114,3.0,132.3,18.3
12759,Charminar Express,SC,KZJ,0,0.0,6,130,106.6,74,73,8,5,0.77,0.1,3,3,0,0,72,11.3,89.0,20.3
12951,Mumbai Rajdhani,BRC,RTM,3,0.0,10,260,84.8,171,169,2,6,0.27,0.52,2,0,0,0,167,4.5,183.3,18.8
12759,Charminar Express,HYB,SC,1,-1.5,0,10,106.7,13,12,2,1,0.43,0.34,23,3,0,0,6,4.8,15.7,12.5
12702,Telangana Express,NGP,BPL,46,1.0,42,390,85.5,277,275,3,13,0.45,0.44,7,5,1,1,275,6.3,299.5,27.8
12759,Charminar Express,BZA,OGL,8,0.0,8,140,93.7,109,111,10,6,0.43,0.57,17,6,1,1,100,13.4,113.9,17.3
12951,Mumbai Rajdhani,BRC,RTM,6,1.0,6,260,73.3,187,189,8,10,0.79,0.22,19,1,0,1,178,11.2,202.2,27.4
12626,Kerala Express,BPL,NGP,4,-0.5,4,390,74.9,345,345,3,10,0.91,0.46,23,0,0,0,337,6.8,365.9,32.7
12702,Telangana Express,KZJ,BPQ,0,-1.5,13,235,77.4,159,160,5,5,0.58,0.45,22,2,0,0,154,6.6,173.7,21.3
12626,Kerala Express,NGP,BZA,5,0.0,1,144,87.1,103,103,2,4,0.38,0.49,0,4,0,0,99,2.9,116.9,18.8
12702,Telangana Express,BPL,VGLJ,48,0.0,57,290,54.5,276,277,10,8,0.41,0.06,3,6,1,0,264,11.8,298.3,36.1
12626,Kerala Express,AGC,VGLJ,81,-0.5,96,215,81.9,174,177,3,6,0.51,0.25,13,6,1,0,164,4.9,191.7,29.6
12626,Kerala Express,BZA,MAS,13,0.0,16,430,98.3,283,284,3,15,0.1,0.56,9,1,0,1,272,3.4,280.7,9.1
12626,Kerala Express,NDLS,AGC,0,-0.5,0,195,91.2,134,133,10,6,0.17,0.28,15,1,0,0,127,13.0,132.1,8.1
12701,Rajdhani Express,BPQ,KZJ,0,5.0,0,235,52.2,223,222,3,9,0.1,0.31,8,6,1,1,215,3.3,250.7,36.0
12951,Mumbai Rajdhani,RTM,KTA,17,-0.5,14,266,77.8,200,200,8,7,0.29,0.36,18,5,1,1,198,10.1,214.5,18.6
12701,Rajdhani Express,BPQ,KZJ,1,0.0,3,235,115.0,138,140,2,9,0.9,0.78,5,5,1,0,131,9.9,156.4,33.3
12951,Mumbai Rajdhani,AGC,NDLS,0,2.5,7,195,80.3,149,152,3,6,0.93,0.33,1,0,0,0,139,7.4,161.6,27.0
12626,Kerala Express,NGP,BZA,36,5.0,33,269,72.5,211,211,3,8,0.15,0.0,17,6,1,1,208,4.7,230.9,24.6
12626,Kerala Express,SBC,ERS,15,0.0,13,580,61.7,511,514,3,14,0.36,0.32,2,3,0,0,502,3.0,548.9,46.9
12759,Charminar Express,HYB,SC,4,-0.5,6,10,84.0,13,15,3,1,0.47,0.21,5,3,0,0,7,6.9,16.8,13.7
12701,Rajdhani Express,VGLJ,BPL,0,-0.5,0,290,89.9,189,191,2,7,0.6,0.44,17,3,0,1,181,3.5,196.3,16.8
12951,Mumbai Rajdhani,KTA,AGC,30,0.0,36,468,94.9,281,283,8,14,0.83,0.03,9,0,0,1,270,11.9,298.7,32.6
12626,Kerala Express,VGLJ,BPL,27,0.0,25,290,117.3,174,175,8,10,0.14,0.06,6,6,1,0,162,12.0,167.0,9.0
12702,Telangana Express,KZJ,BPQ,2,2.5,0,235,75.5,186,189,2,6,0.54,0.73,17,2,0,1,184,4.9,212.8,31.7
12626,Kerala Express,MAS,SBC,30,2.5,36,360,83.2,268,268,3,10,0.19,0.23,3,0,0,0,258,5.0,280.2,24.2
12951,Mumbai Rajdhani,BRC,RTM,18,0.0,25,260,80.4,167,168,10,9,0.62,0.55,8,3,0,1,165,12.2,194.8,32.0
12759,Charminar Express,NLR,MAS,0,2.5,13,175,74.6,165,168,8,4,0.36,0.22,0,2,0,0,156,9.4,171.4,16.8
12701,Rajdhani Express,BPL,NGP,3,1.0,13,390,71.5,306,309,8,11,0.18,0.35,23,3,0,0,298,8.6,323.0,25.6
12951,Mumbai Rajdhani,KTA,AGC,28,0.0,39,468,88.6,286,284,10,14,0.76,0.42,22,4,0,0,275,13.2,302.3,30.5
12702,Telangana Express,HYB,SC,14,-0.5,27,10,69.1,12,15,2,1,0.53,0.51,8,2,0,1,9,6.4,27.5,22.9
12701,Rajdhani Express,BPL,NGP,23,-0.5,22,390,93.8,272,272,8,12,0.24,0.72,18,4,0,1,269,11.6,287.8,22.4
12701,Rajdhani Express,KZJ,SC,55,0.0,66,130,62.7,118,116,10,4,0.28,0.52,7,5,1,1,108,11.5,136.6,30.1
12701,Rajdhani Express,SC,HYB,0,2.5,11,10,84.7,12,13,10,1,0.71,0.57,19,6,1,1,6,15.2,24.1,23.3
12759,Charminar Express,BZA,OGL,2,1.0,11,140,80.4,119,121,5,5,0.53,0.53,12,4,0,0,112,5.1,131.3,19.4
12626,Kerala Express,NGP,BZA,4,0.0,0,176,105.5,122,122,8,4,0.32,0.57,20,2,0,1,110,9.8,119.4,11.2
12702,Telangana Express,KZJ,BPQ,22,-1.5,33,235,104.5,154,155,2,6,0.68,0.58,19,3,0,1,142,3.1,165.7,24.8
12759,Charminar Express,KZJ,BZA,17,0.0,24,210,93.1,160,163,2,5,0.29,0.43,6,2,0,0,151,2.0,159.6,8.6
12759,Charminar Express,OGL,NLR,0,1.0,0,115,90.5,71,74,10,4,0.79,0.61,4,5,1,0,67,16.0,84.6,23.6
12701,Rajdhani Express,BPL,NGP,0,0.0,3,390,82.2,314,317,5,11,0.49,0.09,11,2,0,0,312,7.5,324.4,14.9
12626,Kerala Express,AGC,VGLJ,50,-0.5,47,215,107.0,128,128,10,6,0.84,0.12,16,2,0,0,123,13.6,145.0,25.6
12626,Kerala Express,SBC,ERS,6,0.0,17,580,76.4,444,443,3,19,0.15,0.36,20,1,0,1,439,3.2,459.0,20.2
12626,Kerala Express,VGLJ,BPL,70,0.0,68,290,96.2,183,182,2,9,0.51,0.0,13,3,0,0,173,3.7,191.5,20.2
12759,Charminar Express,HYB,SC,0,-1.5,0,10,101.0,10,8,10,1,0.69,0.28,20,5,1,1,6,13.4,14.1,11.5
12951,Mumbai Rajdhani,KTA,AGC,32,0.0,43,468,71.2,368,367,2,12,0.61,0.27,9,3,0,1,356,3.9,393.3,39.2
12759,Charminar Express,BZA,OGL,23,1.0,37,140,106.7,87,89,3,5,0.72,0.1,12,0,0,0,85,9.0,102.6,23.6
12701,Rajdhani Express,BPQ,KZJ,0,-1.5,3,235,95.3,162,160,2,9,0.95,0.53,17,4,0,1,150,5.9,171.3,25.2
12701,Rajdhani Express,KZJ,SC,25,0.0,25,130,84.7,98,101,10,3,0.11,0.34,6,5,1,0,95,13.9,104.5,13.4
12626,Kerala Express,NGP,BZA,0,0.0,3,259,99.7,177,176,3,7,0.34,0.63,16,5,1,0,168,3.2,181.2,13.4
12626,Kerala Express,BPL,NGP,2,1.0,16,390,70.8,314,314,10,14,0.57,0.73,13,2,0,0,305,10.0,337.9,32.9
12702,Telangana Express,HYB,SC,0,-1.5,12,10,96.9,12,15,2,1,0.16,0.58,4,0,0,0,6,2.0,12.6,6.6
12702,Telangana Express,AGC,NDLS,12,-0.5,9,195,66.3,155,153,2,6,0.78,0.25,1,6,1,0,152,7.4,180.8,34.2
12701,Rajdhani Express,NDLS,AGC,23,-1.5,25,195,102.2,127,125,3,5,0.18,0.65,19,2,0,1,123,4.1,131.9,10.0
12951,Mumbai Rajdhani,RTM,KTA,1,5.0,10,266,74.2,209,208,8,6,0.24,0.11,13,5,1,0,207,8.0,225.3,18.3
12701,Rajdhani Express,KZJ,SC,13,1.0,22,130,76.3,94,95,10,4,0.12,0.55,12,6,1,0,90,11.2,104.4,15.6
12951,Mumbai Rajdhani,MMCT,ST,3,0.0,3,263,77.7,197,196,2,7,0.75,0.46,22,6,1,0,186,6.1,209.9,28.0
12759,Charminar Express,OGL,NLR,0,-1.5,0,115,97.5,82,84,10,4,0.67,0.31,7,3,0,1,72,10.8,81.4,10.2
12701,Rajdhani Express,NDLS,AGC,11,0.0,23,195,113.3,115,113,10,5,0.37,0.26,5,0,0,0,109,12.1,115.0,8.1
12626,Kerala Express,BPL,NGP,0,-0.5,11,390,80.9,256,254,8,11,0.17,0.4,14,6,1,0,249,10.6,270.0,23.6
12951,Mumbai Rajdhani,AGC,NDLS,0,2.5,3,195,64.7,184,186,8,7,0.61,0.5,0,6,1,0,178,8.2,206.0,28.2
12626,Kerala Express,BPL,NGP,18,2.5,20,390,81.6,255,258,5,11,0.58,0.5,7,6,1,1,246,7.2,277.3,33.5
12759,Charminar Express,NLR,MAS,3,1.0,0,175,64.0,152,151,3,6,0.54,0.56,20,6,1,1,150,4.5,180.5,32.0
12951,Mumbai Rajdhani,ST,BRC,7,0.0,4,130,98.7,84,87,8,3,0.43,0.37,6,0,0,0,79,9.5,97.2,19.7
12759,Charminar Express,HYB,SC,0,-1.5,0,10,90.9,9,11,10,1,0.53,0.77,14,5,1,0,7,10.5,20.8,14.3
12701,Rajdhani Express,KZJ,SC,33,-0.5,44,130,94.5,102,104,10,5,0.79,0.08,22,4,0,0,90,13.3,109.9,23.2
12759,Charminar Express,OGL,NLR,15,0.0,28,115,87.9,86,85,10,3,0.92,0.36,8,3,0,1,82,14.4,110.0,32.4
12626,Kerala Express,NGP,BZA,1,5.0,10,279,98.0,194,197,5,10,0.63,0.23,20,1,0,1,187,6.4,204.1,18.5
12702,Telangana Express,KZJ,BPQ,0,0.0,9,235,93.4,170,173,5,6,0.9,0.57,17,3,0,1,158,8.7,179.1,24.8
12626,Kerala Express,NGP,BZA,32,1.0,29,208,95.9,129,132,10,8,0.33,0.63,1,5,1,0,123,13.6,140.3,20.9
12759,Charminar Express,SC,KZJ,4,0.0,3,130,94.6,91,90,5,4,0.62,0.54,11,6,1,0,81,7.8,98.9,20.7
12626,Kerala Express,MAS,SBC,6,1.0,15,360,74.2,255,253,5,11,0.77,0.55,12,3,0,0,245,7.6,281.2,38.8
12759,Charminar Express,SC,KZJ,38,0.0,50,130,111.9,86,85,8,3,0.74,0.44,22,5,1,0,75,11.4,98.0,26.4
12702,Telangana Express,NGP,BPL,40,-0.5,39,390,62.3,325,324,2,12,0.46,0.45,16,0,0,0,321,5.3,367.6,49.9
12626,Kerala Express,NGP,BZA,20,-0.5,16,101,88.1,82,83,3,2,0.63,0.67,19,0,0,1,76,4.6,99.2,24.8
12626,Kerala Express,BZA,MAS,0,-0.5,6,430,109.2,265,263,5,11,0.24,0.43,16,0,0,0,257,8.0,261.6,7.6
12759,Charminar Express,SC,KZJ,1,2.5,3,130,85.3,94,92,5,4,0.58,0.6,19,4,0,1,82,5.0,105.0,23.0
12701,Rajdhani Express,BPQ,KZJ,4,0.0,17,235,66.9,189,190,10,6,0.42,0.64,1,5,1,0,186,10.0,210.9,24.9
12759,Charminar Express,OGL,NLR,59,-0.5,70,115,72.1,96,98,10,3,0.35,0.52,16,3,0,0,89,12.9,108.9,22.8
12701,Rajdhani Express,AGC,VGLJ,23,-0.5,29,215,109.4,122,121,10,6,0.28,0.55,6,5,1,0,119,11.9,130.8,13.7
12626,Kerala Express,MAS,SBC,1,-1.5,11,360,90.6,218,220,2,11,0.17,0.04,14,5,1,0,212,2.0,218.0,6.0
12701,Rajdhani Express,BPL,NGP,3,1.0,11,390,79.2,292,290,8,10,0.55,0.51,0,3,0,0,281,8.6,301.4,21.0
12626,Kerala Express,NDLS,AGC,13,1.0,27,195,90.8,121,122,5,5,0.34,0.74,21,2,0,0,113,5.7,130.5,18.2
12701,Rajdhani Express,SC,HYB,0,1.0,10,10,93.9,19,19,3,1,0.22,0.54,17,2,0,1,7,7.3,16.5,13.8
12701,Rajdhani Express,VGLJ,BPL,29,1.0,36,290,65.3,265,266,10,10,0.73,0.58,2,2,0,0,260,15.4,302.1,47.5
12626,Kerala Express,VGLJ,BPL,0,-0.5,12,290,63.1,247,248,10,7,0.82,0.68,5,5,1,0,237,14.2,273.7,40.9
12701,Rajdhani Express,NGP,BPQ,10,2.5,9,210,67.5,196,194,2,8,0.66,0.08,10,2,0,0,185,3.1,212.0,28.1
12702,Telangana Express,BPL,VGLJ,3,0.0,11,290,87.6,208,206,10,8,0.79,0.77,4,4,0,0,204,14.0,232.8,32.8
12702,Telangana Express,VGLJ,AGC,7,0.0,16,215,96.1,128,127,3,6,0.76,0.39,15,3,0,0,125,7.1,150.3,29.4
12701,Rajdhani Express,NGP,BPQ,0,-1.5,0,210,112.3,122,124,3,8,0.12,0.41,2,5,1,0,120,3.0,127.1,7.1
12626,Kerala Express,MAS,SBC,0,0.0,6,360,90.1,247,250,2,9,0.23,0.31,17,3,0,1,236,6.1,244.9,13.0
12759,Charminar Express,SC,KZJ,32,-0.5,35,130,85.1,93,95,2,3,0.79,0.49,21,1,0,0,89,5.8,116.5,31.3
12702,Telangana Express,KZJ,BPQ,48,0.0,58,235,104.8,138,137,3,8,0.51,0.05,11,0,0,0,131,4.1,153.8,23.9
12701,Rajdhani Express,BPL,NGP,33,0.0,36,390,113.8,231,234,5,9,0.38,0.56,1,0,0,0,221,8.0,237.5,19.5
12759,Charminar Express,NLR,MAS,0,0.0,0,175,92.4,123,122,10,5,0.81,0.41,11,4,0,0,115,12.8,139.2,27.0
12759,Charminar Express,KZJ,BZA,0,0.0,0,210,107.7,129,128,10,7,0.54,0.22,14,1,0,0,125,11.7,134.0,10.7
12702,Telangana Express,BPL,VGLJ,33,1.0,41,290,92.6,190,189,2,11,0.67,0.38,10,5,1,0,179,3.9,207.3,30.2
12951,Mumbai Rajdhani,MMCT,ST,34,0.0,41,263,55.3,240,242,10,6,0.22,0.13,16,0,0,0,236,10.0,271.4,35.4
12951,Mumbai Rajdhani,KTA,AGC,26,1.0,40,468,84.1,311,310,5,11,0.24,0.66,19,3,0,1,300,8.3,324.0,27.3
12626,Kerala Express,VGLJ,BPL,27,-0.5,25,290,96.8,187,185,5,8,0.3,0.31,14,4,0,0,184,6.2,196.2,13.4
12702,Telangana Express,VGLJ,AGC,3,0.0,8,215,92.6,152,151,3,6,0.74,0.07,1,6,1,0,140,6.8,159.7,23.5
12626,Kerala Express,NDLS,AGC,5,0.0,10,195,89.8,130,130,8,5,0.3,0.64,1,5,1,0,122,8.0,134.9,12.9
12626,Kerala Express,AGC,VGLJ,1,-1.5,11,215,78.8,184,187,8,6,0.56,0.21,2,2,0,0,182,10.7,203.4,24.1
12701,Rajdhani Express,AGC,VGLJ,13,0.0,22,215,58.2,207,208,3,8,0.65,0.2,11,0,0,0,197,3.7,230.0,33.7
12626,Kerala Express,BZA,MAS,9,0.0,19,430,72.7,339,341,8,15,0.58,0.39,17,3,0,1,333,8.0,359.0,26.0
12759,Charminar Express,NLR,MAS,12,0.0,22,175,94.3,117,119,2,6,0.53,0.63,22,1,0,0,107,4.0,130.2,25.2
12701,Rajdhani Express,VGLJ,BPL,26,1.0,37,290,114.0,164,166,2,9,0.15,0.18,15,4,0,0,161,3.6,169.2,9.8
12701,Rajdhani Express,KZJ,SC,1,2.5,2,130,101.7,89,92,10,3,0.64,0.35,1,6,1,0,84,10.8,97.1,13.9
12626,Kerala Express,NGP,BZA,8,-0.5,13,149,69.0,138,136,10,4,0.41,0.52,19,1,0,1,134,10.0,150.4,16.4
12759,Charminar Express,BZA,OGL,25,0.0,32,140,93.1,98,100,8,5,0.18,0.23,23,5,1,0,88,8.0,101.5,13.5
12759,Charminar Express,KZJ,BZA,19,-0.5,23,210,70.3,178,178,3,7,0.53,0.45,0,2,0,0,168,3.9,189.2,22.1
12759,Charminar Express,HYB,SC,0,0.0,11,10,107.4,13,14,10,1,0.58,0.62,22,3,0,0,6,10.0,22.4,16.4
12951,Mumbai Rajdhani,KTA,AGC,18,-0.5,14,468,87.5,331,333,5,12,0.78,0.33,7,5,1,1,324,9.7,343.1,23.8
12759,Charminar Express,SC,KZJ,55,0.0,52,130,77.5,125,124,5,4,0.86,0.22,15,2,0,0,113,10.9,141.4,34.3
12702,Telangana Express,BPQ,NGP,0,0.0,0,210,66.0,169,172,5,6,0.23,0.09,7,6,1,1,166,7.0,181.8,17.8
12951,Mumbai Rajdhani,KTA,AGC,27,2.5,41,468,105.6,294,294,10,15,0.86,0.7,11,4,0,0,283,12.9,305.4,25.3
12626,Kerala Express,NGP,BZA,13,0.0,11,201,73.1,173,172,10,5,0.13,0.28,13,3,0,0,161,10.2,171.3,10.5
12951,Mumbai Rajdhani,MMCT,ST,23,-0.5,32,263,73.6,185,184,5,7,0.38,0.49,6,3,0,0,179,8.1,202.0,26.1
12626,Kerala Express,NGP,BZA,16,-1.5,18,160,66.7,132,132,10,5,0.74,0.29,13,1,0,0,124,17.0,144.8,27.8
12626,Kerala Express,VGLJ,BPL,12,-0.5,21,290,101.0,185,186,2,7,0.27,0.64,17,3,0,1,181,3.8,196.1,16.9
12701,Rajdhani Express,VGLJ,BPL,0,-1.5,6,290,80.4,202,205,10,10,0.83,0.04,15,2,0,0,199,12.9,218.0,21.9
12702,Telangana Express,NGP,BPL,13,0.0,17,390,96.1,230,231,2,11,0.89,0.21,11,2,0,0,228,3.8,245.4,19.2
12626,Kerala Express,BPL,NGP,12,0.0,10,390,95.4,260,261,10,10,0.51,0.59,11,2,0,0,257,13.7,272.6,19.3
12626,Kerala Express,NGP,BZA,6,1.0,18,218,94.4,143,141,3,6,0.59,0.68,10,3,0,0,140,6.6,162.0,25.6
12702,Telangana Express,BPL,VGLJ,2,-1.5,11,290,79.2,231,233,5,7,0.76,0.75,12,2,0,0,220,8.9,245.1,29.0
12951,Mumbai Rajdhani,ST,BRC,1,0.0,11,130,105.0,78,76,3,3,0.28,0.32,23,5,1,0,75,3.0,82.7,7.7
12951,Mumbai Rajdhani,KTA,AGC,0,1.0,5,468,76.1,432,432,8,13,0.17,0.75,3,2,0,0,424,8.0,451.9,27.9
12702,Telangana Express,BPQ,NGP,34,0.0,32,210,83.8,171,172,3,5,0.83,0.26,0,0,0,0,162,8.7,179.8,23.5
12626,Kerala Express,NGP,BZA,3,0.0,2,240,85.0,181,183,10,6,0.58,0.42,20,5,1,1,169,11.8,193.3,26.1
12759,Charminar Express,KZJ,BZA,7,-1.5,11,210,83.4,145,145,2,7,0.1,0.65,8,1,0,1,141,3.3,156.3,16.6
12759,Charminar Express,BZA,OGL,0,0.0,14,140,62.3,130,132,8,4,0.35,0.18,0,6,1,0,128,8.0,144.5,16.5
12759,Charminar Express,SC,KZJ,0,0.0,3,130,93.8,83,86,8,4,0.42,0.21,23,5,1,0,75,11.1,82.1,10.2
12702,Telangana Express,NGP,BPL,16,1.0,27,390,89.5,257,257,10,14,0.19,0.36,2,1,0,0,248,10.7,259.1,11.8
12626,Kerala Express,SBC,ERS,84,2.5,80,580,77.8,440,439,3,19,0.21,0.35,5,0,0,0,438,4.4,480.7,44.1
12701,Rajdhani Express,VGLJ,BPL,9,0.0,12,290,91.9,204,202,5,8,0.77,0.26,15,2,0,0,200,7.9,219.3,22.2
12951,Mumbai Rajdhani,MMCT,ST,0,1.0,13,263,77.4,191,192,3,10,0.93,0.57,12,6,1,0,183,7.7,214.7,36.4
12701,Rajdhani Express,BPL,NGP,0,0.0,5,390,107.6,251,254,2,10,0.37,0.26,15,3,0,0,239,2.0,242.2,3.2
12701,Rajdhani Express,AGC,VGLJ,0,2.5,0,215,93.8,151,150,5,5,0.3,0.35,21,1,0,0,149,7.0,154.7,7.7
12759,Charminar Express,OGL,NLR,5,0.0,0,115,68.9,88,87,3,3,0.23,0.62,22,3,0,0,83,7.9,101.2,23.1
12951,Mumbai Rajdhani,MMCT,ST,41,0.0,37,263,94.0,180,183,2,6,0.21,0.19,22,4,0,0,170,3.1,183.6,14.7
12759,Charminar Express,BZA,OGL,5,2.5,7,140,62.1,123,122,8,4,0.58,0.43,1,3,0,0,114,9.7,140.1,27.8
12626,Kerala Express,VGLJ,BPL,24,0.0,25,290,86.4,222,224,8,11,0.23,0.24,17,1,0,1,216,8.1,229.9,14.0
12759,Charminar Express,BZA,OGL,0,0.0,3,140,89.6,87,90,10,3,0.76,0.19,0,4,0,0,84,15.1,99.4,20.5
12951,Mumbai Rajdhani,ST,BRC,14,1.0,12,130,87.8,83,82,10,4,0.18,0.53,13,5,1,0,81,12.4,94.7,16.1
12702,Telangana Express,HYB,SC,13,1.0,10,10,69.1,11,11,3,1,0.63,0.47,12,5,1,0,9,3.0,27.3,18.3
12702,Telangana Express,SC,KZJ,5,-0.5,13,130,115.1,81,81,3,3,0.15,0.45,2,3,0,0,73,3.9,77.2,5.1
12701,Rajdhani Express,NGP,BPQ,0,-0.5,12,210,53.8,194,193,2,8,0.72,0.43,6,4,0,0,189,6.8,222.8,38.6
12702,Telangana Express,KZJ,BPQ,57,0.0,67,235,102.9,146,145,8,6,0.7,0.34,18,2,0,1,143,8.0,165.7,22.7
12702,Telangana Express,VGLJ,AGC,6,-0.5,12,215,80.2,169,172,3,6,0.95,0.68,11,2,0,0,161,7.7,185.0,28.7
12759,Charminar Express,OGL,NLR,13,0.0,16,115,89.1,78,81,3,4,0.48,0.77,23,2,0,0,76,6.4,95.1,22.5
